timestamp,frame,track_id,class,confidence,center_x,center_y,displacement_px,relative_to_piv_px,status
1788185601.352,60,4,PIV,0.887,1205.5,537.5,83.48,,STABLE
1788185601.486,61,4,PIV,0.929,1221.5,538.0,133.59,,STABLE
1788185601.607,62,4,PIV,0.837,1228.5,538.0,186.09,,STABLE
1788185601.732,63,4,PIV,0.847,1207.5,536.5,234.30,,STABLE
1788185601.856,64,4,PIV,0.905,1201.0,537.0,242.09,,STABLE
1788185601.983,65,4,PIV,0.599,1205.0,537.0,241.99,,STABLE
1788185602.102,66,4,PIV,0.869,1209.0,537.0,239.49,,STABLE
1788185602.237,67,4,PIV,0.823,1212.5,535.0,236.28,,STABLE
1788185602.376,68,4,PIV,0.953,1156.5,535.5,226.07,,MOVEMENT DETECTED
1788185602.503,69,4,PIV,0.940,1125.0,536.0,210.87,,MOVEMENT DETECTED
1788185602.628,70,4,PIV,0.950,1113.0,537.0,192.47,,MOVEMENT DETECTED
1788185602.752,71,4,PIV,0.941,1119.5,538.0,174.58,,MOVEMENT DETECTED
1788185602.866,72,4,PIV,0.957,1185.5,557.0,169.33,,MOVEMENT DETECTED
1788185602.992,73,4,PIV,0.961,1208.0,565.0,179.96,,MOVEMENT DETECTED
1788185603.127,74,4,PIV,0.774,1215.5,568.0,198.56,,MOVEMENT DETECTED
1788185603.262,75,4,PIV,0.959,1221.5,569.5,220.85,,MOVEMENT DETECTED
1788185603.400,76,4,PIV,0.956,1226.5,569.0,242.86,,MOVEMENT DETECTED
1788185603.510,77,4,PIV,0.952,1229.0,569.0,251.81,,MOVEMENT DETECTED
1788185603.630,78,4,PIV,0.954,1230.5,569.0,256.38,,MOVEMENT DETECTED
1788185603.770,79,4,PIV,0.955,1231.0,568.0,259.45,,MOVEMENT DETECTED
1788185603.886,80,4,PIV,0.951,1227.0,566.0,260.44,,MOVEMENT DETECTED
1788185604.029,81,4,PIV,0.956,1226.0,566.0,260.26,,MOVEMENT DETECTED
1788185604.158,82,4,PIV,0.954,1225.5,566.0,259.49,,MOVEMENT DETECTED
1788185604.277,83,4,PIV,0.952,1224.5,565.5,258.21,,MOVEMENT DETECTED
1788185604.404,84,4,PIV,0.948,1223.5,568.0,256.72,,MOVEMENT DETECTED
1788185604.536,85,4,PIV,0.943,1224.0,569.0,256.20,,MOVEMENT DETECTED
1788185604.666,86,4,PIV,0.943,1224.0,569.5,255.90,,MOVEMENT DETECTED
1788185604.811,87,4,PIV,0.951,1225.0,570.5,255.92,,MOVEMENT DETECTED
1788185604.946,88,4,PIV,0.949,1228.0,571.0,256.77,,MOVEMENT DETECTED
1788185605.124,89,4,PIV,0.945,1226.5,570.5,257.44,,MOVEMENT DETECTED
1788185605.300,90,4,PIV,0.940,1225.0,572.0,257.72,,MOVEMENT DETECTED
1788185605.427,91,4,PIV,0.947,1225.5,573.0,258.12,,MOVEMENT DETECTED
1788185605.749,92,4,PIV,0.942,1223.5,573.0,257.90,,MOVEMENT DETECTED
1788185606.178,93,4,PIV,0.941,1225.0,573.5,257.38,,MOVEMENT DETECTED
1788185606.574,94,4,PIV,0.952,1223.5,575.0,256.93,,MOVEMENT DETECTED
1788185606.890,95,4,PIV,0.954,1229.0,574.5,257.80,,MOVEMENT DETECTED
1788185607.146,96,4,PIV,0.948,1226.0,575.0,257.96,,MOVEMENT DETECTED
1788185607.392,97,4,PIV,0.950,1225.0,575.5,258.34,,MOVEMENT DETECTED
1788185607.567,98,4,PIV,0.949,1224.5,575.5,258.30,,MOVEMENT DETECTED
1788185607.782,99,4,PIV,0.948,1223.5,575.5,258.32,,MOVEMENT DETECTED
1788185607.990,100,4,PIV,0.951,1224.5,575.0,257.45,,MOVEMENT DETECTED
1788185608.324,101,4,PIV,0.944,1224.0,575.0,257.05,,MOVEMENT DETECTED
1788185608.473,102,4,PIV,0.947,1225.0,574.5,257.02,,MOVEMENT DETECTED
1788185608.795,103,4,PIV,0.950,1225.0,574.5,257.09,,MOVEMENT DETECTED
1788185609.047,104,4,PIV,0.945,1224.5,572.5,257.19,,MOVEMENT DETECTED
1788185609.222,105,4,PIV,0.943,1226.5,571.5,257.47,,MOVEMENT DETECTED
1788185609.351,106,4,PIV,0.954,1229.0,568.5,258.26,,MOVEMENT DETECTED
1788185609.471,107,4,PIV,0.954,1230.0,567.0,259.02,,MOVEMENT DETECTED
1788185609.602,108,4,PIV,0.956,1230.5,567.0,259.90,,MOVEMENT DETECTED
1788185609.726,109,4,PIV,0.950,1234.0,567.5,261.64,,MOVEMENT DETECTED
1788185609.887,110,4,PIV,0.955,1235.5,567.5,263.32,,MOVEMENT DETECTED
1788185610.099,111,4,PIV,0.953,1235.0,568.0,264.50,,MOVEMENT DETECTED
1788185610.242,112,4,PIV,0.949,1235.5,568.5,265.63,,MOVEMENT DETECTED
1788185610.361,113,4,PIV,0.953,1234.0,568.0,266.35,,MOVEMENT DETECTED
1788185610.482,114,4,PIV,0.594,1062.0,550.0,231.79,,MOVEMENT DETECTED
1788185610.603,115,4,PIV,0.615,992.0,542.0,182.85,,MOVEMENT DETECTED
1788185610.739,116,4,PIV,0.543,963.5,540.0,128.33,,MOVEMENT DETECTED
1788185610.739,116,13,PIV,0.429,1005.5,540.5,0.00,,INITIALIZING
1788185610.871,117,-1,PIV,0.738,962.5,537.5,0.00,,INITIALIZING
1788185610.994,118,4,PIV,0.786,956.5,537.5,72.32,,MOVEMENT DETECTED
1788185611.113,119,4,PIV,0.691,956.5,538.5,17.59,,MOVEMENT DETECTED
1788185611.233,120,4,PIV,0.667,956.0,537.5,8.45,,STABLE
1788185611.360,121,4,PIV,0.554,960.0,538.0,13.35,,STABLE
1788185611.360,121,14,PIV,0.327,682.5,541.0,0.00,,INITIALIZING
1788185611.489,122,4,PIV,0.619,962.0,537.5,13.44,,STABLE
1788185611.489,122,14,PIV,0.424,658.0,541.0,0.00,,INITIALIZING
1788185611.666,123,4,PIV,0.540,964.5,536.5,11.88,,STABLE
1788185611.666,123,14,PIV,0.468,655.5,541.0,0.00,,INITIALIZING
1788185611.800,124,4,PIV,0.603,962.5,538.5,10.78,,STABLE
1788185611.923,125,4,PIV,0.580,963.0,539.0,9.68,,STABLE
1788185611.923,125,14,PIV,0.321,671.0,542.5,0.00,,INITIALIZING
1788185612.046,126,4,PIV,0.577,960.0,539.5,9.84,,STABLE
1788185612.184,127,4,PIV,0.773,956.5,539.5,10.98,,STABLE
1788185612.298,128,4,PIV,0.595,959.0,539.5,12.24,,STABLE
1788185612.298,128,14,PIV,0.349,677.0,543.5,0.00,,INITIALIZING
1788185612.426,129,4,PIV,0.617,956.5,539.5,13.38,,STABLE
1788185612.559,130,4,PIV,0.602,961.0,539.5,13.78,,STABLE
1788185612.693,131,4,PIV,0.645,956.0,539.5,14.49,,STABLE
1788185612.693,131,14,PIV,0.538,660.5,543.0,0.00,,INITIALIZING
1788185612.805,132,4,PIV,0.605,955.5,539.5,14.67,,STABLE
1788185612.805,132,14,PIV,0.491,657.5,543.5,0.00,,INITIALIZING
1788185612.926,133,4,PIV,0.649,957.5,539.5,14.94,,STABLE
1788185612.926,133,14,PIV,0.513,657.5,543.0,0.00,,INITIALIZING
1788185613.095,134,4,PIV,0.528,963.5,539.5,13.69,,STABLE
1788185613.095,134,14,PIV,0.423,676.5,543.0,0.00,,INITIALIZING
1788185613.242,135,4,PIV,0.758,956.5,539.5,14.49,,STABLE
1788185613.395,136,4,PIV,0.737,954.0,539.0,14.80,,STABLE
1788185613.540,137,4,PIV,0.681,962.0,539.0,13.60,,STABLE
1788185613.540,137,14,PIV,0.288,681.5,540.5,0.00,,INITIALIZING
1788185613.675,138,4,PIV,0.834,1074.5,538.0,12.84,,STABLE
1788185613.812,139,4,PIV,0.844,1119.5,537.5,42.92,,MOVEMENT DETECTED
1788185613.929,140,4,PIV,0.606,1145.0,536.5,80.41,,MOVEMENT DETECTED
1788185614.078,141,4,PIV,0.792,1161.0,536.0,121.73,,MOVEMENT DETECTED
1788185614.207,142,4,PIV,0.896,1192.5,534.5,167.79,,MOVEMENT DETECTED
1788185614.325,143,4,PIV,0.866,1209.0,534.0,194.67,,MOVEMENT DETECTED
1788185614.447,144,4,PIV,0.882,1222.5,533.0,215.26,,MOVEMENT DETECTED
1788185614.566,145,4,PIV,0.931,1246.5,535.0,235.55,,MOVEMENT DETECTED
1788185614.668,146,4,PIV,0.907,1263.0,535.0,255.95,,MOVEMENT DETECTED
1788185614.798,147,4,PIV,0.924,1276.0,535.0,272.65,,MOVEMENT DETECTED
1788185614.949,148,4,PIV,0.807,1296.0,538.0,290.06,,MOVEMENT DETECTED
1788185615.106,149,4,PIV,0.895,1312.5,539.5,308.07,,MOVEMENT DETECTED
1788185615.253,150,4,PIV,0.889,1321.5,539.5,323.08,,MOVEMENT DETECTED
1788185615.380,151,4,PIV,0.917,1327.0,540.0,335.89,,MOVEMENT DETECTED
1788185615.506,152,4,PIV,0.879,1337.5,538.0,348.20,,MOVEMENT DETECTED
1788185615.650,153,4,PIV,0.893,1343.5,539.5,357.71,,MOVEMENT DETECTED
1788185615.787,154,4,PIV,0.903,1349.0,539.0,365.00,,MOVEMENT DETECTED
1788185615.913,155,4,PIV,0.899,1354.0,538.0,371.50,,MOVEMENT DETECTED
1788185616.044,156,4,PIV,0.885,1357.5,537.0,377.59,,MOVEMENT DETECTED
1788185616.154,157,4,PIV,0.876,1362.0,537.0,382.48,,MOVEMENT DETECTED
1788185616.262,158,4,PIV,0.874,1367.5,537.0,387.28,,MOVEMENT DETECTED
1788185616.383,159,4,PIV,0.884,1372.5,537.0,391.97,,MOVEMENT DETECTED
1788185616.509,160,4,PIV,0.871,1375.5,537.0,396.27,,MOVEMENT DETECTED
1788185616.646,161,4,PIV,0.894,1378.5,537.0,400.47,,MOVEMENT DETECTED
1788185616.646,161,14,PIV,0.402,951.5,539.0,0.00,,INITIALIZING
1788185616.773,162,4,PIV,0.863,1381.5,536.5,404.37,,MOVEMENT DETECTED
1788185616.906,163,4,PIV,0.926,1386.0,538.0,408.07,,MOVEMENT DETECTED
1788185617.031,164,4,PIV,0.879,1388.5,537.0,411.27,,MOVEMENT DETECTED
1788185617.164,165,4,PIV,0.937,1391.5,538.5,414.47,,MOVEMENT DETECTED
1788185617.288,166,4,PIV,0.866,1394.0,537.5,417.57,,MOVEMENT DETECTED
1788185617.288,166,14,PIV,0.259,963.5,538.0,0.00,,INITIALIZING
1788185617.418,167,4,PIV,0.951,1405.5,539.5,422.38,,MOVEMENT DETECTED
1788185617.540,168,4,PIV,0.947,1412.0,539.0,427.58,,MOVEMENT DETECTED
1788185617.684,169,4,PIV,0.951,1415.0,539.5,432.89,,MOVEMENT DETECTED
1788185617.832,170,4,PIV,0.948,1417.0,540.5,437.99,,MOVEMENT DETECTED
1788185617.969,171,4,PIV,0.949,1418.5,539.5,442.90,,MOVEMENT DETECTED
1788185618.100,172,4,PIV,0.953,1420.0,539.0,445.80,,MOVEMENT DETECTED
1788185618.237,173,4,PIV,0.944,1420.5,538.5,447.50,,MOVEMENT DETECTED
1788185618.370,174,4,PIV,0.942,1422.0,538.0,448.89,,MOVEMENT DETECTED
1788185618.497,175,4,PIV,0.943,1423.0,538.0,450.08,,MOVEMENT DETECTED
1788185618.611,176,4,PIV,0.940,1424.0,539.5,451.18,,MOVEMENT DETECTED
1788185618.726,177,4,PIV,0.948,1425.0,539.5,452.19,,MOVEMENT DETECTED
1788185618.851,178,4,PIV,0.923,1426.0,539.0,453.29,,MOVEMENT DETECTED
1788185618.973,179,4,PIV,0.945,1427.5,539.5,454.39,,MOVEMENT DETECTED
1788185619.192,180,4,PIV,0.948,1428.5,539.5,455.49,,MOVEMENT DETECTED
1788185619.401,181,4,PIV,0.949,1429.0,539.0,456.49,,MOVEMENT DETECTED
1788185619.779,182,4,PIV,0.920,1433.5,539.0,458.19,,MOVEMENT DETECTED
1788185620.159,183,4,PIV,0.936,1436.0,539.0,460.19,,MOVEMENT DETECTED
1788185620.440,184,4,PIV,0.932,1438.0,538.5,462.29,,MOVEMENT DETECTED
1788185620.883,185,4,PIV,0.931,1436.5,539.0,463.89,,MOVEMENT DETECTED
1788185621.238,186,4,PIV,0.948,1436.5,539.5,465.39,,MOVEMENT DETECTED
1788185621.537,187,4,PIV,0.948,1435.0,539.5,465.69,,MOVEMENT DETECTED
1788185621.845,188,4,PIV,0.948,1433.0,539.5,465.09,,MOVEMENT DETECTED
1788185622.154,189,4,PIV,0.943,1431.0,540.0,463.70,,MOVEMENT DETECTED
1788185622.597,190,4,PIV,0.944,1426.5,539.0,461.70,,MOVEMENT DETECTED
1788185622.947,191,4,PIV,0.957,1420.0,538.5,458.39,,MOVEMENT DETECTED
1788185623.287,192,4,PIV,0.954,1417.0,537.5,454.79,,MOVEMENT DETECTED
1788185623.592,193,4,PIV,0.904,1406.0,538.0,449.38,,MOVEMENT DETECTED
1788185623.875,194,4,PIV,0.914,1400.5,538.5,443.28,,MOVEMENT DETECTED
1788185624.255,195,4,PIV,0.910,1399.0,538.5,437.78,,MOVEMENT DETECTED
1788185624.637,196,4,PIV,0.919,1398.5,539.0,433.48,,MOVEMENT DETECTED
1788185624.922,197,4,PIV,0.907,1397.0,539.5,429.49,,MOVEMENT DETECTED
1788185625.259,198,4,PIV,0.901,1397.0,540.0,427.69,,MOVEMENT DETECTED
1788185625.594,199,4,PIV,0.914,1396.0,540.0,426.80,,MOVEMENT DETECTED
